model,quantization,num_claims,empty_claims,num_tokens,topic,cat,f1@median
qwen2.5_32b,bf16,0,True,0,Nancy Onyango,very rare,0.0
qwen2.5_32b,bf16,0,True,0,Worranit Thawornwong,very rare,0.0
qwen2.5_32b,bf16,12,False,520,Rory Tapner,very rare,0.0
qwen2.5_32b,bf16,39,False,444,Jessie Mae Brown Beavers,very rare,0.0
qwen2.5_32b,bf16,49,False,556,Jackie Shroff,very freq,0.28260869565217395
qwen2.5_32b,bf16,37,False,429,Katherine Ryan,very freq,0.25
qwen2.5_32b,bf16,48,False,471,Joel Edgerton,very freq,0.21978021978021978
qwen2.5_32b,bf16,51,False,628,Lionel Messi,very freq,0.7021276595744682
qwen2.5_32b,bf16,71,False,584,Jacques Cousteau,very freq,0.873015873015873
qwen2.5_32b,bf16,62,False,573,Winston Churchill,very freq,0.9217391304347826
qwen2.5_32b,bf16,55,False,558,James Franco,very freq,0.4693877551020408
qwen2.5_32b,bf16,52,False,530,Jean-Claude Van Damme,very freq,0.5684210526315789
qwen2.5_32b,bf16,55,False,637,Amelia Earhart,very freq,0.6122448979591837
qwen2.5_32b,bf16,47,False,471,Matthew Perry,very freq,0.5111111111111111
qwen2.5_32b,bf16,37,False,440,Thierry Henry,very freq,0.35000000000000003
qwen2.5_32b,bf16,37,False,473,Chris Cuomo,very freq,0.35000000000000003
qwen2.5_32b,bf16,50,False,514,George VI,very freq,0.7096774193548386
qwen2.5_32b,bf16,60,False,620,Marcus Aurelius,very freq,0.6990291262135923
qwen2.5_32b,bf16,30,False,452,Radhika Apte,very freq,0.273972602739726
qwen2.5_32b,bf16,52,False,587,Jeremy Corbyn,very freq,0.5263157894736843
qwen2.5_32b,bf16,48,False,466,Rachel Weisz,very freq,0.4615384615384615
qwen2.5_32b,bf16,31,False,374,Ahn Jae-hyun,very freq,0.1081081081081081
qwen2.5_32b,bnb-int4,16,False,323,Minako Honda,medium,0.10169491525423728
qwen2.5_32b,bnb-int4,47,False,524,Mark Murphy (singer),medium,0.13333333333333333
qwen2.5_32b,bnb-int4,37,False,511,Jeff Long (athletic director),medium,0.05
qwen2.5_32b,bnb-int4,17,False,341,Rana Sanaullah,medium,0.13333333333333333
qwen2.5_32b,bnb-int4,0,True,0,Ki Fitzgerald,medium,0.0
qwen2.5_32b,bnb-int4,0,True,0,James Tyrrell,medium,0.0
qwen2.5_32b,bnb-int4,41,False,464,Roman Pavlyuchenko,medium,0.2857142857142857
qwen2.5_32b,bnb-int4,41,False,421,Jefferson Thomas,medium,0.2619047619047619
qwen2.5_32b,bnb-int4,30,False,330,Ryan Brasier,medium,0.16438356164383564
qwen2.5_32b,bnb-int4,41,False,500,Bhāskara I,medium,0.5952380952380952
qwen2.5_32b,bnb-int4,30,False,307,Blanca Errázuriz,medium,0.0
qwen2.5_32b,bnb-int4,35,False,400,Cierre Wood,medium,0.07692307692307693
qwen2.5_32b,bnb-int4,26,False,367,Josh Mansour,medium,0.028985507246376812
qwen2.5_32b,bnb-int4,23,False,298,Rosaline Elbay,medium,0.09090909090909091
qwen2.5_32b,bnb-int4,35,False,378,Lennie Hayton,medium,0.20512820512820512
qwen2.5_32b,bnb-int4,46,False,557,André Le Nôtre,medium,0.49438202247191015
qwen2.5_32b,bnb-int4,31,False,353,Tom Buk-Swienty,very rare,0.027027027027027025
qwen2.5_32b,bnb-int4,0,True,0,Édgar Iván López,very rare,0.0
qwen2.5_32b,bnb-int4,26,False,606,Profit (gamer),very rare,0.0
qwen2.5_32b,bnb-int4,0,True,0,Patrick Merrill,very rare,0.0
qwen2.5_32b,bnb-int4,29,False,335,Abdelhamid Shabana,very rare,0.0
qwen2.5_32b,bnb-int4,7,False,456,Richie Dorman,very rare,0.0
qwen2.5_32b,bnb-int4,0,True,0,Nuh Omar,very rare,0.0
qwen2.5_32b,bnb-int4,0,True,0,Leo Kokubo,very rare,0.0
qwen2.5_32b,bnb-int4,7,False,180,Tappaya Sit-Or,very rare,0.04
qwen2.5_32b,bnb-int4,36,False,486,Ariel Behar,very rare,0.0
qwen2.5_32b,bnb-int4,0,True,0,Pablo Ganet,very rare,0.0
qwen2.5_32b,bnb-int4,33,False,341,Avraham Eilam-Amzallag,very rare,0.026315789473684213
qwen2.5_32b,bnb-int4,28,False,394,Nancy Onyango,very rare,0.05633802816901408
qwen2.5_32b,bnb-int4,0,True,0,Worranit Thawornwong,very rare,0.0
qwen2.5_32b,bnb-int4,1,False,153,Rory Tapner,very rare,0.04545454545454545
qwen2.5_32b,bnb-int4,26,False,391,Jessie Mae Brown Beavers,very rare,0.057971014492753624
qwen2.5_32b,bnb-int4,51,False,557,Jackie Shroff,very freq,0.1914893617021277
qwen2.5_32b,bnb-int4,0,True,0,Katherine Ryan,very freq,0.0
qwen2.5_32b,bnb-int4,39,False,463,Joel Edgerton,very freq,0.31707317073170727
qwen2.5_32b,bnb-int4,37,False,568,Lionel Messi,very freq,0.525
qwen2.5_32b,bnb-int4,64,False,588,Jacques Cousteau,very freq,0.896551724137931
qwen2.5_32b,bnb-int4,64,False,529,Winston Churchill,very freq,0.8672566371681416
qwen2.5_32b,bnb-int4,46,False,565,James Franco,very freq,0.38202247191011235
qwen2.5_32b,bnb-int4,54,False,565,Jean-Claude Van Damme,very freq,0.577319587628866
qwen2.5_32b,bnb-int4,40,False,549,Amelia Earhart,very freq,0.6506024096385542
qwen2.5_32b,bnb-int4,42,False,607,Matthew Perry,very freq,0.5411764705882354
qwen2.5_32b,bnb-int4,52,False,499,Thierry Henry,very freq,0.5263157894736843
qwen2.5_32b,bnb-int4,53,False,557,Chris Cuomo,very freq,0.27083333333333326
qwen2.5_32b,bnb-int4,52,False,600,George VI,very freq,0.6105263157894736
qwen2.5_32b,bnb-int4,47,False,501,Marcus Aurelius,very freq,0.7555555555555555
qwen2.5_32b,bnb-int4,43,False,551,Radhika Apte,very freq,0.3023255813953488
qwen2.5_32b,bnb-int4,45,False,585,Jeremy Corbyn,very freq,0.4545454545454546
qwen2.5_32b,bnb-int4,37,False,431,Rachel Weisz,very freq,0.3
qwen2.5_32b,bnb-int4,46,False,569,Ahn Jae-hyun,very freq,0.17977528089887643
qwen2.5_32b,fp8,40,False,512,Minako Honda,medium,0.19277108433734938
qwen2.5_32b,fp8,48,False,464,Mark Murphy (singer),medium,0.13186813186813184
qwen2.5_32b,fp8,32,False,515,Jeff Long (athletic director),medium,0.05333333333333333
qwen2.5_32b,fp8,33,False,523,Rana Sanaullah,medium,0.10526315789473685
qwen2.5_32b,fp8,0,True,0,Ki Fitzgerald,medium,0.0
qwen2.5_32b,fp8,23,False,296,James Tyrrell,medium,0.15151515151515152
qwen2.5_32b,fp8,33,False,340,Roman Pavlyuchenko,medium,0.23684210526315788
qwen2.5_32b,fp8,33,False,344,Jefferson Thomas,medium,0.13157894736842105
qwen2.5_32b,fp8,31,False,351,Ryan Brasier,medium,0.1891891891891892
qwen2.5_32b,fp8,45,False,481,Bhāskara I,medium,0.5454545454545454
qwen2.5_32b,fp8,23,False,262,Blanca Errázuriz,medium,0.06060606060606061
qwen2.5_32b,fp8,0,True,0,Cierre Wood,medium,0.0
qwen2.5_32b,fp8,30,False,406,Josh Mansour,medium,0.0547945205479452
qwen2.5_32b,fp8,32,False,430,Rosaline Elbay,medium,0.0
qwen2.5_32b,fp8,47,False,476,Lennie Hayton,medium,0.22222222222222224
qwen2.5_32b,fp8,42,False,545,André Le Nôtre,medium,0.611764705882353
qwen2.5_32b,fp8,29,False,328,Tom Buk-Swienty,very rare,0.027777777777777776
qwen2.5_32b,fp8,22,False,296,Édgar Iván López,very rare,0.09230769230769229
qwen2.5_32b,fp8,38,False,456,Profit (gamer),very rare,0.07407407407407408
qwen2.5_32b,fp8,0,True,0,Patrick Merrill,very rare,0.0
qwen2.5_32b,fp8,36,False,409,Abdelhamid Shabana,very rare,0.025316455696202528
qwen2.5_32b,fp8,34,False,408,Richie Dorman,very rare,0.0
qwen2.5_32b,fp8,0,True,0,Nuh Omar,very rare,0.0
qwen2.5_32b,fp8,0,True,0,Leo Kokubo,very rare,0.0
qwen2.5_32b,fp8,18,False,268,Tappaya Sit-Or,very rare,0.5573770491803278
qwen2.5_32b,fp8,34,False,468,Ariel Behar,very rare,0.0
qwen2.5_32b,fp8,0,True,0,Pablo Ganet,very rare,0.0
qwen2.5_32b,fp8,18,False,336,Avraham Eilam-Amzallag,very rare,0.06557377049180327
qwen2.5_32b,fp8,0,True,0,Nancy Onyango,very rare,0.0
qwen2.5_32b,fp8,15,False,252,Worranit Thawornwong,very rare,0.034482758620689655
qwen2.5_32b,fp8,21,False,250,Rory Tapner,very rare,0.125
qwen2.5_32b,fp8,33,False,465,Jessie Mae Brown Beavers,very rare,0.0
qwen2.5_32b,fp8,54,False,545,Jackie Shroff,very freq,0.3917525773195876
qwen2.5_32b,fp8,24,False,308,Katherine Ryan,very freq,0.3283582089552239
qwen2.5_32b,fp8,39,False,422,Joel Edgerton,very freq,0.2926829268292683
qwen2.5_32b,fp8,45,False,543,Lionel Messi,very freq,0.7954545454545455
qwen2.5_32b,fp8,52,False,506,Jacques Cousteau,very freq,0.9387755102040816
qwen2.5_32b,fp8,54,False,555,Winston Churchill,very freq,0.8979591836734693
qwen2.5_32b,fp8,38,False,463,James Franco,very freq,0.5679012345679012
qwen2.5_32b,fp8,44,False,490,Jean-Claude Van Damme,very freq,0.6206896551724139
qwen2.5_32b,fp8,34,False,453,Amelia Earhart,very freq,0.6493506493506493
qwen2.5_32b,fp8,56,False,544,Matthew Perry,very freq,0.6262626262626263
qwen2.5_32b,fp8,42,False,508,Thierry Henry,very freq,0.611764705882353
qwen2.5_32b,fp8,39,False,379,Chris Cuomo,very freq,0.46341463414634154
qwen2.5_32b,fp8,47,False,495,George VI,very freq,0.6222222222222222
qwen2.5_32b,fp8,56,False,537,Marcus Aurelius,very freq,0.6868686868686869
qwen2.5_32b,fp8,32,False,451,Radhika Apte,very freq,0.29333333333333333
qwen2.5_32b,fp8,52,False,506,Jeremy Corbyn,very freq,0.6105263157894736
qwen2.5_32b,fp8,38,False,476,Rachel Weisz,very freq,0.41975308641975306
qwen2.5_32b,fp8,28,False,401,Ahn Jae-hyun,very freq,0.22535211267605632
qwen2.5_32b,gptq-int4,48,False,516,Minako Honda,medium,0.21978021978021978
qwen2.5_32b,gptq-int4,36,False,352,Mark Murphy (singer),medium,0.25316455696202533
qwen2.5_32b,gptq-int4,28,False,460,Jeff Long (athletic director),medium,0.02816901408450704
qwen2.5_32b,gptq-int4,19,False,275,Rana Sanaullah,medium,0.06451612903225806
qwen2.5_32b,gptq-int4,0,True,0,Ki Fitzgerald,medium,0.0
qwen2.5_32b,gptq-int4,4,False,154,James Tyrrell,medium,0.0
qwen2.5_32b,gptq-int4,29,False,442,Roman Pavlyuchenko,medium,0.16666666666666666
qwen2.5_32b,gptq-int4,39,False,427,Jefferson Thomas,medium,0.31707317073170727
qwen2.5_32b,gptq-int4,21,False,344,Ryan Brasier,medium,0.125
qwen2.5_32b,gptq-int4,33,False,382,Bhāskara I,medium,0.368421052631579
qwen2.5_32b,gptq-int4,30,False,303,Blanca Errázuriz,medium,0.136986301369863
qwen2.5_32b,gptq-int4,0,True,0,Cierre Wood,medium,0.0
qwen2.5_32b,gptq-int4,24,False,318,Josh Mansour,medium,0.08955223880597014
qwen2.5_32b,gptq-int4,27,False,319,Rosaline Elbay,medium,0.08571428571428572
qwen2.5_32b,gptq-int4,43,False,431,Lennie Hayton,medium,0.32558139534883723
qwen2.5_32b,gptq-int4,42,False,594,André Le Nôtre,medium,0.611764705882353
qwen2.5_32b,gptq-int4,25,False,306,Tom Buk-Swienty,very rare,0.0
qwen2.5_32b,gptq-int4,11,False,357,Édgar Iván López,very rare,0.037037037037037035
qwen2.5_32b,gptq-int4,25,False,386,Profit (gamer),very rare,0.029411764705882356
qwen2.5_32b,gptq-int4,0,True,0,Patrick Merrill,very rare,0.0
qwen2.5_32b,gptq-int4,0,True,0,Abdelhamid Shabana,very rare,0.0
qwen2.5_32b,gptq-int4,19,False,390,Richie Dorman,very rare,0.0
qwen2.5_32b,gptq-int4,0,True,0,Nuh Omar,very rare,0.0
qwen2.5_32b,gptq-int4,0,True,0,Leo Kokubo,very rare,0.0
qwen2.5_32b,gptq-int4,18,False,230,Tappaya Sit-Or,very rare,0.1639344262295082
qwen2.5_32b,gptq-int4,0,True,0,Ariel Behar,very rare,0.0
qwen2.5_32b,gptq-int4,1,False,125,Pablo Ganet,very rare,0.0
qwen2.5_32b,gptq-int4,6,False,237,Avraham Eilam-Amzallag,very rare,0.12244897959183673
qwen2.5_32b,gptq-int4,30,False,355,Nancy Onyango,very rare,0.0
qwen2.5_32b,gptq-int4,4,False,396,Worranit Thawornwong,very rare,0.0851063829787234
qwen2.5_32b,gptq-int4,0,True,0,Rory Tapner,very rare,0.0
qwen2.5_32b,gptq-int4,31,False,364,Jessie Mae Brown Beavers,very rare,0.05405405405405405
qwen2.5_32b,gptq-int4,40,False,374,Jackie Shroff,very freq,0.40963855421686746
qwen2.5_32b,gptq-int4,28,False,377,Katherine Ryan,very freq,0.1971830985915493
qwen2.5_32b,gptq-int4,30,False,401,Joel Edgerton,very freq,0.2191780821917808
qwen2.5_32b,gptq-int4,43,False,550,Lionel Messi,very freq,0.627906976744186
qwen2.5_32b,gptq-int4,60,False,475,Jacques Cousteau,very freq,0.8679245283018869
qwen2.5_32b,gptq-int4,61,False,581,Winston Churchill,very freq,0.9009009009009009
qwen2.5_32b,gptq-int4,45,False,446,James Franco,very freq,0.4318181818181818
qwen2.5_32b,gptq-int4,50,False,550,Jean-Claude Van Damme,very freq,0.3440860215053763
qwen2.5_32b,gptq-int4,40,False,438,Amelia Earhart,very freq,0.6987951807228916
qwen2.5_32b,gptq-int4,39,False,388,Matthew Perry,very freq,0.4878048780487805
qwen2.5_32b,gptq-int4,47,False,502,Thierry Henry,very freq,0.6222222222222222
qwen2.5_32b,gptq-int4,35,False,360,Chris Cuomo,very freq,0.28205128205128205
qwen2.5_32b,gptq-int4,48,False,517,George VI,very freq,0.6153846153846155
qwen2.5_32b,gptq-int4,48,False,568,Marcus Aurelius,very freq,0.6373626373626373
qwen2.5_32b,gptq-int4,39,False,455,Radhika Apte,very freq,0.2926829268292683
qwen2.5_32b,gptq-int4,43,False,449,Jeremy Corbyn,very freq,0.46511627906976744
qwen2.5_32b,gptq-int4,44,False,526,Rachel Weisz,very freq,0.5057471264367817
qwen2.5_32b,gptq-int4,33,False,554,Ahn Jae-hyun,very freq,0.10526315789473685
qwen2.5_32b,gptq-int8,21,False,306,Minako Honda,medium,0.125
qwen2.5_32b,gptq-int8,44,False,398,Mark Murphy (singer),medium,0.22988505747126436
qwen2.5_32b,gptq-int8,35,False,496,Jeff Long (athletic director),medium,0.05128205128205128
qwen2.5_32b,gptq-int8,3,False,128,Rana Sanaullah,medium,0.04347826086956522
qwen2.5_32b,gptq-int8,0,True,0,Ki Fitzgerald,medium,0.0
qwen2.5_32b,gptq-int8,2,False,112,James Tyrrell,medium,0.08888888888888888
qwen2.5_32b,gptq-int8,37,False,358,Roman Pavlyuchenko,medium,0.125
qwen2.5_32b,gptq-int8,38,False,400,Jefferson Thomas,medium,0.14814814814814817
qwen2.5_32b,gptq-int8,31,False,417,Ryan Brasier,medium,0.16216216216216217
qwen2.5_32b,gptq-int8,36,False,510,Bhāskara I,medium,0.6582278481012659
qwen2.5_32b,gptq-int8,22,False,301,Blanca Errázuriz,medium,0.09230769230769229
qwen2.5_32b,gptq-int8,35,False,366,Cierre Wood,medium,0.10256410256410256
qwen2.5_32b,gptq-int8,23,False,305,Josh Mansour,medium,0.030303030303030304
qwen2.5_32b,gptq-int8,16,False,491,Rosaline Elbay,medium,0.0
qwen2.5_32b,gptq-int8,43,False,454,Lennie Hayton,medium,0.2558139534883721
qwen2.5_32b,gptq-int8,49,False,544,André Le Nôtre,medium,0.6304347826086958
qwen2.5_32b,gptq-int8,31,False,346,Tom Buk-Swienty,very rare,0.027027027027027025
qwen2.5_32b,gptq-int8,6,False,527,Édgar Iván López,very rare,0.0
qwen2.5_32b,gptq-int8,34,False,433,Profit (gamer),very rare,0.05194805194805195
qwen2.5_32b,gptq-int8,0,True,0,Patrick Merrill,very rare,0.0
qwen2.5_32b,gptq-int8,27,False,432,Abdelhamid Shabana,very rare,0.02857142857142857
qwen2.5_32b,gptq-int8,30,False,392,Richie Dorman,very rare,0.0273972602739726
qwen2.5_32b,gptq-int8,3,False,131,Nuh Omar,very rare,0.0
qwen2.5_32b,gptq-int8,0,True,0,Leo Kokubo,very rare,0.0
qwen2.5_32b,gptq-int8,14,False,220,Tappaya Sit-Or,very rare,0.38596491228070184
qwen2.5_32b,gptq-int8,28,False,336,Ariel Behar,very rare,0.0
qwen2.5_32b,gptq-int8,0,True,0,Pablo Ganet,very rare,0.0
qwen2.5_32b,gptq-int8,29,False,391,Avraham Eilam-Amzallag,very rare,0.027777777777777776
qwen2.5_32b,gptq-int8,30,False,503,Nancy Onyango,very rare,0.08219178082191782
qwen2.5_32b,gptq-int8,7,False,412,Worranit Thawornwong,very rare,0.12
qwen2.5_32b,gptq-int8,6,False,523,Rory Tapner,very rare,0.0
qwen2.5_32b,gptq-int8,32,False,412,Jessie Mae Brown Beavers,very rare,0.0
qwen2.5_32b,gptq-int8,44,False,503,Jackie Shroff,very freq,0.22988505747126436
qwen2.5_32b,gptq-int8,38,False,449,Katherine Ryan,very freq,0.2716049382716049
qwen2.5_32b,gptq-int8,48,False,522,Joel Edgerton,very freq,0.2857142857142857
qwen2.5_32b,gptq-int8,37,False,499,Lionel Messi,very freq,0.75
qwen2.5_32b,gptq-int8,61,False,481,Jacques Cousteau,very freq,0.8490566037735848
qwen2.5_32b,gptq-int8,61,False,561,Winston Churchill,very freq,0.8807339449541284
qwen2.5_32b,gptq-int8,57,False,546,James Franco,very freq,0.6200000000000001
qwen2.5_32b,gptq-int8,46,False,445,Jean-Claude Van Damme,very freq,0.5393258426966292
qwen2.5_32b,gptq-int8,40,False,462,Amelia Earhart,very freq,0.7469879518072289
qwen2.5_32b,gptq-int8,31,False,358,Matthew Perry,very freq,0.4054054054054055
qwen2.5_32b,gptq-int8,37,False,458,Thierry Henry,very freq,0.35000000000000003
qwen2.5_32b,gptq-int8,35,False,441,Chris Cuomo,very freq,0.38461538461538464
qwen2.5_32b,gptq-int8,48,False,516,George VI,very freq,0.5934065934065934
qwen2.5_32b,gptq-int8,51,False,526,Marcus Aurelius,very freq,0.6808510638297872
qwen2.5_32b,gptq-int8,41,False,533,Radhika Apte,very freq,0.2142857142857143
qwen2.5_32b,gptq-int8,52,False,558,Jeremy Corbyn,very freq,0.5052631578947369
qwen2.5_32b,gptq-int8,47,False,468,Rachel Weisz,very freq,0.5555555555555555
qwen2.5_32b,gptq-int8,28,False,393,Ahn Jae-hyun,very freq,0.1971830985915493
qwen2.5_72b,awq-int4,58,False,675,Minako Honda,medium,0.15841584158415842
qwen2.5_72b,awq-int4,51,False,533,Mark Murphy (singer),medium,0.1276595744680851
qwen2.5_72b,awq-int4,52,False,714,Jeff Long (athletic director),medium,0.16842105263157894
qwen2.5_72b,awq-int4,43,False,576,Rana Sanaullah,medium,0.04651162790697674
qwen2.5_72b,awq-int4,0,True,0,Ki Fitzgerald,medium,0.0
qwen2.5_72b,awq-int4,52,False,651,James Tyrrell,medium,0.3157894736842105
qwen2.5_72b,awq-int4,36,False,512,Roman Pavlyuchenko,medium,0.25316455696202533
qwen2.5_72b,awq-int4,43,False,612,Jefferson Thomas,medium,0.5581395348837209
qwen2.5_72b,awq-int4,29,False,599,Ryan Brasier,medium,0.2222222222222222
qwen2.5_72b,awq-int4,61,False,735,Bhāskara I,medium,0.4999999999999999
qwen2.5_72b,awq-int4,56,False,606,Blanca Errázuriz,medium,0.0
qwen2.5_72b,awq-int4,57,False,647,Cierre Wood,medium,0.12
qwen2.5_72b,awq-int4,51,False,755,Josh Mansour,medium,0.1702127659574468
qwen2.5_72b,awq-int4,43,False,642,Rosaline Elbay,medium,0.13953488372093023
qwen2.5_72b,awq-int4,50,False,631,Lennie Hayton,medium,0.19354838709677422
qwen2.5_72b,awq-int4,50,False,666,André Le Nôtre,medium,0.5591397849462365
qwen2.5_72b,awq-int4,51,False,748,Tom Buk-Swienty,very rare,0.0425531914893617
qwen2.5_72b,awq-int4,42,False,595,Édgar Iván López,very rare,0.0
qwen2.5_72b,awq-int4,44,False,692,Profit (gamer),very rare,0.0689655172413793
qwen2.5_72b,awq-int4,42,False,560,Patrick Merrill,very rare,0.1176470588235294
qwen2.5_72b,awq-int4,52,False,652,Abdelhamid Shabana,very rare,0.0
qwen2.5_72b,awq-int4,25,False,614,Richie Dorman,very rare,0.0
qwen2.5_72b,awq-int4,55,False,748,Nuh Omar,very rare,0.08163265306122448
qwen2.5_72b,awq-int4,39,False,654,Leo Kokubo,very rare,0.14634146341463414
qwen2.5_72b,awq-int4,0,True,0,Tappaya Sit-Or,very rare,0.0
qwen2.5_72b,awq-int4,35,False,589,Ariel Behar,very rare,0.05128205128205128
qwen2.5_72b,awq-int4,0,True,0,Pablo Ganet,very rare,0.0
qwen2.5_72b,awq-int4,48,False,636,Avraham Eilam-Amzallag,very rare,0.0
qwen2.5_72b,awq-int4,48,False,729,Nancy Onyango,very rare,0.04395604395604396
qwen2.5_72b,awq-int4,41,False,605,Worranit Thawornwong,very rare,0.02380952380952381
qwen2.5_72b,awq-int4,0,True,0,Rory Tapner,very rare,0.0
qwen2.5_72b,awq-int4,41,False,574,Jessie Mae Brown Beavers,very rare,0.11904761904761905
qwen2.5_72b,awq-int4,56,False,740,Jackie Shroff,very freq,0.18181818181818182
qwen2.5_72b,awq-int4,51,False,708,Katherine Ryan,very freq,0.3404255319148936
qwen2.5_72b,awq-int4,49,False,816,Joel Edgerton,very freq,0.30434782608695654
qwen2.5_72b,awq-int4,58,False,845,Lionel Messi,very freq,0.5742574257425743
qwen2.5_72b,awq-int4,67,False,650,Jacques Cousteau,very freq,0.8141592920353982
qwen2.5_72b,awq-int4,73,False,810,Winston Churchill,very freq,0.8769230769230769
qwen2.5_72b,awq-int4,61,False,785,James Franco,very freq,0.5961538461538461
qwen2.5_72b,awq-int4,64,False,736,Jean-Claude Van Damme,very freq,0.5794392523364486
qwen2.5_72b,awq-int4,62,False,804,Amelia Earhart,very freq,0.761904761904762
qwen2.5_72b,awq-int4,62,False,780,Matthew Perry,very freq,0.6666666666666667
qwen2.5_72b,awq-int4,66,False,789,Thierry Henry,very freq,0.6788990825688073
qwen2.5_72b,awq-int4,55,False,664,Chris Cuomo,very freq,0.42857142857142855
qwen2.5_72b,awq-int4,64,False,614,George VI,very freq,0.6542056074766355
qwen2.5_72b,awq-int4,82,False,965,Marcus Aurelius,very freq,0.672
qwen2.5_72b,awq-int4,47,False,729,Radhika Apte,very freq,0.26666666666666666
qwen2.5_72b,awq-int4,70,False,816,Jeremy Corbyn,very freq,0.6902654867256637
qwen2.5_72b,awq-int4,57,False,730,Rachel Weisz,very freq,0.5
qwen2.5_72b,awq-int4,40,False,642,Ahn Jae-hyun,very freq,0.09638554216867469
qwen2.5_72b,bf16,40,False,516,Minako Honda,medium,0.07228915662650602
qwen2.5_72b,bf16,67,False,733,Mark Murphy (singer),medium,0.2545454545454545
qwen2.5_72b,bf16,60,False,794,Jeff Long (athletic director),medium,0.17475728155339806
qwen2.5_72b,bf16,44,False,625,Rana Sanaullah,medium,0.09195402298850575
qwen2.5_72b,bf16,25,False,620,Ki Fitzgerald,medium,0.0
qwen2.5_72b,bf16,47,False,597,James Tyrrell,medium,0.4
qwen2.5_72b,bf16,52,False,630,Roman Pavlyuchenko,medium,0.29473684210526313
qwen2.5_72b,bf16,42,False,559,Jefferson Thomas,medium,0.5176470588235295
qwen2.5_72b,bf16,48,False,758,Ryan Brasier,medium,0.21978021978021978
qwen2.5_72b,bf16,58,False,700,Bhāskara I,medium,0.6138613861386139
qwen2.5_72b,bf16,53,False,509,Blanca Errázuriz,medium,0.041666666666666664
qwen2.5_72b,bf16,59,False,628,Cierre Wood,medium,0.19607843137254904
qwen2.5_72b,bf16,40,False,617,Josh Mansour,medium,0.09638554216867469
qwen2.5_72b,bf16,43,False,647,Rosaline Elbay,medium,0.13953488372093023
qwen2.5_72b,bf16,46,False,562,Lennie Hayton,medium,0.15730337078651688
qwen2.5_72b,bf16,79,False,795,André Le Nôtre,medium,0.7049180327868853
qwen2.5_72b,bf16,54,False,734,Tom Buk-Swienty,very rare,0.06185567010309279
qwen2.5_72b,bf16,33,False,583,Édgar Iván López,very rare,0.0
qwen2.5_72b,bf16,43,False,764,Profit (gamer),very rare,0.09302325581395347
qwen2.5_72b,bf16,29,False,616,Patrick Merrill,very rare,0.05555555555555555
qwen2.5_72b,bf16,44,False,629,Abdelhamid Shabana,very rare,0.0
qwen2.5_72b,bf16,1,False,141,Richie Dorman,very rare,0.0
qwen2.5_72b,bf16,56,False,680,Nuh Omar,very rare,0.0202020202020202
qwen2.5_72b,bf16,36,False,554,Leo Kokubo,very rare,0.050632911392405056
qwen2.5_72b,bf16,0,True,0,Tappaya Sit-Or,very rare,0.0
qwen2.5_72b,bf16,41,False,589,Ariel Behar,very rare,0.02380952380952381
qwen2.5_72b,bf16,0,True,0,Pablo Ganet,very rare,0.0
qwen2.5_72b,bf16,50,False,818,Avraham Eilam-Amzallag,very rare,0.06451612903225805
qwen2.5_72b,bf16,47,False,735,Nancy Onyango,very rare,0.04444444444444444
qwen2.5_72b,bf16,41,False,568,Worranit Thawornwong,very rare,0.0
qwen2.5_72b,bf16,0,True,0,Rory Tapner,very rare,0.0
qwen2.5_72b,bf16,27,False,561,Jessie Mae Brown Beavers,very rare,0.14285714285714285
qwen2.5_72b,bf16,54,False,616,Jackie Shroff,very freq,0.3092783505154639
qwen2.5_72b,bf16,52,False,672,Katherine Ryan,very freq,0.2736842105263158
qwen2.5_72b,bf16,66,False,855,Joel Edgerton,very freq,0.27522935779816515
qwen2.5_72b,bf16,69,False,898,Lionel Messi,very freq,0.7787610619469026
qwen2.5_72b,bf16,80,False,745,Jacques Cousteau,very freq,0.8059701492537313
qwen2.5_72b,bf16,82,False,908,Winston Churchill,very freq,0.8689655172413793
qwen2.5_72b,bf16,71,False,810,James Franco,very freq,0.543859649122807
qwen2.5_72b,bf16,58,False,742,Jean-Claude Van Damme,very freq,0.594059405940594
qwen2.5_72b,bf16,77,False,915,Amelia Earhart,very freq,0.8421052631578948
qwen2.5_72b,bf16,65,False,724,Matthew Perry,very freq,0.5555555555555556
qwen2.5_72b,bf16,79,False,769,Thierry Henry,very freq,0.6229508196721312
qwen2.5_72b,bf16,49,False,579,Chris Cuomo,very freq,0.391304347826087
qwen2.5_72b,bf16,71,False,691,George VI,very freq,0.6666666666666666
qwen2.5_72b,bf16,64,False,768,Marcus Aurelius,very freq,0.8256880733944955
qwen2.5_72b,bf16,56,False,823,Radhika Apte,very freq,0.2828282828282828
qwen2.5_72b,bf16,55,False,608,Jeremy Corbyn,very freq,0.5306122448979591
qwen2.5_72b,bf16,47,False,724,Rachel Weisz,very freq,0.4444444444444445
qwen2.5_72b,bf16,46,False,654,Ahn Jae-hyun,very freq,0.1348314606741573
qwen2.5_72b,bnb-int4,54,False,692,Minako Honda,medium,0.2680412371134021
qwen2.5_72b,bnb-int4,52,False,657,Mark Murphy (singer),medium,0.18947368421052632
qwen2.5_72b,bnb-int4,39,False,717,Jeff Long (athletic director),medium,0.024390243902439025
qwen2.5_72b,bnb-int4,53,False,629,Rana Sanaullah,medium,0.125
qwen2.5_72b,bnb-int4,32,False,570,Ki Fitzgerald,medium,0.13333333333333336
qwen2.5_72b,bnb-int4,58,False,723,James Tyrrell,medium,0.49504950495049505
