model,quantization,num_claims,empty_claims,num_tokens,topic,cat,f1@median
qwen2.5_7b,gptq-int8,60,False,665,Rachel Weisz,very freq,0.3300970873786408
qwen2.5_7b,gptq-int8,40,False,471,Ahn Jae-hyun,very freq,0.14457831325301204
llama3.1_70b,awq-int4,40,False,369,Fumiko Kaneko,medium,0.21686746987951808
llama3.1_70b,awq-int4,0,True,0,Jeff Beukeboom,medium,0.0
llama3.1_70b,awq-int4,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,awq-int4,31,False,340,Gubby Allen,medium,0.45945945945945943
llama3.1_70b,awq-int4,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,awq-int4,28,False,284,Phil Vickery (rugby union),medium,0.28169014084507044
llama3.1_70b,awq-int4,54,False,573,Joe McGinniss,medium,0.4742268041237113
llama3.1_70b,awq-int4,29,False,297,George Eacker,medium,0.16666666666666666
llama3.1_70b,awq-int4,29,False,368,Yuu Watase,medium,0.41666666666666663
llama3.1_70b,awq-int4,58,False,666,Bobby Thomson,medium,0.4158415841584159
llama3.1_70b,awq-int4,38,False,461,Fifi Cooper,medium,0.2716049382716049
llama3.1_70b,awq-int4,38,False,366,Charmion King,medium,0.3703703703703704
llama3.1_70b,awq-int4,30,False,300,Pogo (musician),medium,0.273972602739726
llama3.1_70b,awq-int4,35,False,406,Sam Michael,medium,0.28205128205128205
llama3.1_70b,awq-int4,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,awq-int4,3,False,18,Frank Middlemass,medium,0.08695652173913045
llama3.1_70b,awq-int4,41,False,411,Billy Snedden,medium,0.09523809523809525
llama3.1_70b,awq-int4,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,awq-int4,51,False,619,Daniel Alexander Cameron,very rare,0.29787234042553196
llama3.1_70b,awq-int4,3,False,33,Sandra Pisani,very rare,0.04347826086956522
llama3.1_70b,awq-int4,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,awq-int4,34,False,366,Mateo Correa Magallanes,very rare,0.4155844155844156
llama3.1_70b,awq-int4,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,awq-int4,23,False,222,Billy Conigliaro,very rare,0.36363636363636365
llama3.1_70b,awq-int4,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,awq-int4,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,awq-int4,42,False,451,Kaká,very freq,0.5647058823529412
llama3.1_70b,awq-int4,55,False,543,George Washington,very freq,0.7346938775510204
llama3.1_70b,awq-int4,62,False,625,Quincy Jones,very freq,0.8
llama3.1_70b,awq-int4,30,False,409,Stephanie Beatriz,very freq,0.30136986301369856
llama3.1_70b,awq-int4,32,False,322,Eric Winter,very freq,0.42666666666666664
llama3.1_70b,awq-int4,72,False,898,Bob Marley,very freq,0.7692307692307693
llama3.1_70b,awq-int4,74,False,793,Fidel Castro,very freq,0.7768595041322314
llama3.1_70b,awq-int4,54,False,481,PewDiePie,very freq,0.5154639175257731
llama3.1_70b,awq-int4,35,False,345,Sage Stallone,very freq,0.3333333333333333
llama3.1_70b,awq-int4,52,False,516,Idris Elba,very freq,0.5684210526315789
llama3.1_70b,awq-int4,38,False,439,Robert Whittaker (fighter),very freq,0.49382716049382713
llama3.1_70b,awq-int4,30,False,397,Ralph Macchio,very freq,0.46575342465753417
llama3.1_70b,awq-int4,42,False,384,Joji (musician),very freq,0.4941176470588235
llama3.1_70b,awq-int4,58,False,688,Dr. Dre,very freq,0.8118811881188119
llama3.1_70b,awq-int4,65,False,754,Nelson Mandela,very freq,0.8596491228070176
llama3.1_70b,awq-int4,62,False,648,Idi Amin,very freq,0.6285714285714286
llama3.1_70b,bf16,39,False,367,Fumiko Kaneko,medium,0.21951219512195125
llama3.1_70b,bf16,28,False,333,Jeff Beukeboom,medium,0.3380281690140845
llama3.1_70b,bf16,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,bf16,28,False,316,Gubby Allen,medium,0.25352112676056343
llama3.1_70b,bf16,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,bf16,31,False,316,Phil Vickery (rugby union),medium,0.16216216216216217
llama3.1_70b,bf16,37,False,346,Joe McGinniss,medium,0.47500000000000003
llama3.1_70b,bf16,28,False,292,George Eacker,medium,0.22535211267605632
llama3.1_70b,bf16,38,False,429,Yuu Watase,medium,0.46913580246913583
llama3.1_70b,bf16,35,False,382,Bobby Thomson,medium,0.3333333333333333
llama3.1_70b,bf16,34,False,386,Fifi Cooper,medium,0.2337662337662338
llama3.1_70b,bf16,25,False,289,Charmion King,medium,0.29411764705882354
llama3.1_70b,bf16,34,False,359,Pogo (musician),medium,0.2077922077922078
llama3.1_70b,bf16,30,False,286,Sam Michael,medium,0.24657534246575347
llama3.1_70b,bf16,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,bf16,6,False,60,Frank Middlemass,medium,0.24489795918367346
llama3.1_70b,bf16,46,False,534,Billy Snedden,medium,0.06741573033707865
llama3.1_70b,bf16,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,bf16,48,False,553,Daniel Alexander Cameron,very rare,0.32967032967032966
llama3.1_70b,bf16,30,False,350,Sandra Pisani,very rare,0.0
llama3.1_70b,bf16,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,bf16,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,bf16,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,bf16,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,bf16,34,False,363,Mateo Correa Magallanes,very rare,0.5454545454545455
llama3.1_70b,bf16,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,bf16,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,bf16,30,False,323,Billy Conigliaro,very rare,0.4109589041095891
llama3.1_70b,bf16,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,bf16,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,bf16,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,bf16,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,bf16,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,bf16,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,bf16,48,False,508,Kaká,very freq,0.6813186813186812
llama3.1_70b,bf16,52,False,649,George Washington,very freq,0.6947368421052632
llama3.1_70b,bf16,54,False,591,Quincy Jones,very freq,0.597938144329897
llama3.1_70b,bf16,35,False,416,Stephanie Beatriz,very freq,0.28205128205128205
llama3.1_70b,bf16,32,False,321,Eric Winter,very freq,0.6399999999999999
llama3.1_70b,bf16,81,False,914,Bob Marley,very freq,0.7727272727272727
llama3.1_70b,bf16,77,False,765,Fidel Castro,very freq,0.8062015503875969
llama3.1_70b,bf16,64,False,555,PewDiePie,very freq,0.5794392523364486
llama3.1_70b,bf16,38,False,434,Sage Stallone,very freq,0.34567901234567905
llama3.1_70b,bf16,52,False,516,Idris Elba,very freq,0.631578947368421
llama3.1_70b,bf16,45,False,581,Robert Whittaker (fighter),very freq,0.6136363636363636
llama3.1_70b,bf16,35,False,444,Ralph Macchio,very freq,0.48717948717948717
llama3.1_70b,bf16,39,False,381,Joji (musician),very freq,0.41463414634146334
llama3.1_70b,bf16,62,False,658,Dr. Dre,very freq,0.8
llama3.1_70b,bf16,58,False,723,Nelson Mandela,very freq,0.8737864077669902
llama3.1_70b,bf16,68,False,733,Idi Amin,very freq,0.5765765765765766
llama3.1_70b,bnb-int4,35,False,398,Fumiko Kaneko,medium,0.1282051282051282
llama3.1_70b,bnb-int4,0,True,0,Jeff Beukeboom,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Gubby Allen,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,bnb-int4,30,False,333,Phil Vickery (rugby union),medium,0.273972602739726
llama3.1_70b,bnb-int4,50,False,514,Joe McGinniss,medium,0.4301075268817204
llama3.1_70b,bnb-int4,0,True,0,George Eacker,medium,0.0
llama3.1_70b,bnb-int4,31,False,326,Yuu Watase,medium,0.5675675675675677
llama3.1_70b,bnb-int4,32,False,341,Bobby Thomson,medium,0.42666666666666664
llama3.1_70b,bnb-int4,0,True,0,Fifi Cooper,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Charmion King,medium,0.0
llama3.1_70b,bnb-int4,37,False,325,Pogo (musician),medium,0.125
llama3.1_70b,bnb-int4,0,True,0,Sam Michael,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Frank Middlemass,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Billy Snedden,medium,0.0
llama3.1_70b,bnb-int4,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Daniel Alexander Cameron,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Sandra Pisani,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Mateo Correa Magallanes,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,bnb-int4,16,False,196,Billy Conigliaro,very rare,0.3728813559322034
llama3.1_70b,bnb-int4,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,bnb-int4,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,bnb-int4,39,False,423,Kaká,very freq,0.5365853658536586
llama3.1_70b,bnb-int4,75,False,695,George Washington,very freq,0.8636363636363636
llama3.1_70b,bnb-int4,54,False,565,Quincy Jones,very freq,0.6391752577319588
llama3.1_70b,bnb-int4,34,False,415,Stephanie Beatriz,very freq,0.44155844155844154
llama3.1_70b,bnb-int4,25,False,283,Eric Winter,very freq,0.5294117647058824
llama3.1_70b,bnb-int4,69,False,781,Bob Marley,very freq,0.85
llama3.1_70b,bnb-int4,79,False,817,Fidel Castro,very freq,0.7751937984496124
llama3.1_70b,bnb-int4,46,False,361,PewDiePie,very freq,0.4269662921348315
llama3.1_70b,bnb-int4,35,False,340,Sage Stallone,very freq,0.4615384615384615
llama3.1_70b,bnb-int4,53,False,532,Idris Elba,very freq,0.6041666666666666
llama3.1_70b,bnb-int4,41,False,408,Robert Whittaker (fighter),very freq,0.5476190476190476
llama3.1_70b,bnb-int4,34,False,473,Ralph Macchio,very freq,0.5194805194805194
llama3.1_70b,bnb-int4,46,False,540,Joji (musician),very freq,0.49438202247191015
llama3.1_70b,bnb-int4,60,False,618,Dr. Dre,very freq,0.6990291262135923
llama3.1_70b,bnb-int4,69,False,776,Nelson Mandela,very freq,0.7894736842105263
llama3.1_70b,bnb-int4,65,False,641,Idi Amin,very freq,0.6481481481481481
llama3.1_70b,fp8,35,False,403,Fumiko Kaneko,medium,0.2564102564102564
llama3.1_70b,fp8,25,False,331,Jeff Beukeboom,medium,0.4705882352941177
llama3.1_70b,fp8,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,fp8,31,False,333,Gubby Allen,medium,0.4324324324324324
llama3.1_70b,fp8,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,fp8,30,False,324,Phil Vickery (rugby union),medium,0.273972602739726
llama3.1_70b,fp8,48,False,492,Joe McGinniss,medium,0.5054945054945056
llama3.1_70b,fp8,0,True,0,George Eacker,medium,0.0
llama3.1_70b,fp8,40,False,415,Yuu Watase,medium,0.5060240963855422
llama3.1_70b,fp8,30,False,354,Bobby Thomson,medium,0.4109589041095891
llama3.1_70b,fp8,37,False,393,Fifi Cooper,medium,0.2
llama3.1_70b,fp8,0,True,0,Charmion King,medium,0.0
llama3.1_70b,fp8,37,False,396,Pogo (musician),medium,0.1
llama3.1_70b,fp8,30,False,319,Sam Michael,medium,0.1095890410958904
llama3.1_70b,fp8,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,fp8,12,False,92,Frank Middlemass,medium,0.1818181818181818
llama3.1_70b,fp8,39,False,395,Billy Snedden,medium,0.0975609756097561
llama3.1_70b,fp8,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,fp8,49,False,530,Daniel Alexander Cameron,very rare,0.21739130434782608
llama3.1_70b,fp8,29,False,357,Sandra Pisani,very rare,0.05555555555555555
llama3.1_70b,fp8,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,fp8,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,fp8,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,fp8,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,fp8,32,False,375,Mateo Correa Magallanes,very rare,0.5066666666666667
llama3.1_70b,fp8,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,fp8,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,fp8,25,False,207,Billy Conigliaro,very rare,0.38235294117647056
llama3.1_70b,fp8,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,fp8,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,fp8,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,fp8,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,fp8,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,fp8,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,fp8,47,False,444,Kaká,very freq,0.6222222222222222
llama3.1_70b,fp8,57,False,674,George Washington,very freq,0.78
llama3.1_70b,fp8,64,False,626,Quincy Jones,very freq,0.766355140186916
llama3.1_70b,fp8,32,False,397,Stephanie Beatriz,very freq,0.37333333333333335
llama3.1_70b,fp8,20,False,255,Eric Winter,very freq,0.4761904761904763
llama3.1_70b,fp8,76,False,754,Bob Marley,very freq,0.8656716417910448
llama3.1_70b,fp8,80,False,797,Fidel Castro,very freq,0.8489208633093526
llama3.1_70b,fp8,61,False,565,PewDiePie,very freq,0.5192307692307692
llama3.1_70b,fp8,41,False,364,Sage Stallone,very freq,0.5714285714285714
llama3.1_70b,fp8,53,False,518,Idris Elba,very freq,0.7083333333333334
llama3.1_70b,fp8,49,False,592,Robert Whittaker (fighter),very freq,0.6739130434782609
llama3.1_70b,fp8,54,False,601,Ralph Macchio,very freq,0.577319587628866
llama3.1_70b,fp8,48,False,487,Joji (musician),very freq,0.5934065934065934
llama3.1_70b,fp8,66,False,667,Dr. Dre,very freq,0.7889908256880734
llama3.1_70b,fp8,85,False,842,Nelson Mandela,very freq,0.8028169014084507
llama3.1_70b,fp8,67,False,687,Idi Amin,very freq,0.5636363636363636
llama3.1_70b,gptq-int4,33,False,415,Fumiko Kaneko,medium,0.1842105263157895
llama3.1_70b,gptq-int4,0,True,0,Jeff Beukeboom,medium,0.0
llama3.1_70b,gptq-int4,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,gptq-int4,0,True,0,Gubby Allen,medium,0.0
llama3.1_70b,gptq-int4,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,gptq-int4,28,False,279,Phil Vickery (rugby union),medium,0.3098591549295775
llama3.1_70b,gptq-int4,34,False,458,Joe McGinniss,medium,0.18181818181818182
llama3.1_70b,gptq-int4,0,True,0,George Eacker,medium,0.0
llama3.1_70b,gptq-int4,32,False,339,Yuu Watase,medium,0.31999999999999995
llama3.1_70b,gptq-int4,48,False,532,Bobby Thomson,medium,0.3956043956043956
llama3.1_70b,gptq-int4,38,False,417,Fifi Cooper,medium,0.12345679012345678
llama3.1_70b,gptq-int4,0,True,0,Charmion King,medium,0.0
llama3.1_70b,gptq-int4,29,False,330,Pogo (musician),medium,0.19444444444444448
llama3.1_70b,gptq-int4,35,False,393,Sam Michael,medium,0.1282051282051282
llama3.1_70b,gptq-int4,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,gptq-int4,29,False,307,Frank Middlemass,medium,0.2777777777777778
llama3.1_70b,gptq-int4,44,False,521,Billy Snedden,medium,0.0689655172413793
llama3.1_70b,gptq-int4,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,gptq-int4,43,False,580,Daniel Alexander Cameron,very rare,0.20930232558139536
llama3.1_70b,gptq-int4,0,True,0,Sandra Pisani,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Mateo Correa Magallanes,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,gptq-int4,19,False,220,Billy Conigliaro,very rare,0.25806451612903225
llama3.1_70b,gptq-int4,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,gptq-int4,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,gptq-int4,36,False,414,Kaká,very freq,0.5316455696202531
llama3.1_70b,gptq-int4,49,False,567,George Washington,very freq,0.7173913043478259
llama3.1_70b,gptq-int4,66,False,567,Quincy Jones,very freq,0.6422018348623852
llama3.1_70b,gptq-int4,38,False,387,Stephanie Beatriz,very freq,0.32098765432098764
llama3.1_70b,gptq-int4,25,False,260,Eric Winter,very freq,0.411764705882353
llama3.1_70b,gptq-int4,81,False,906,Bob Marley,very freq,0.7819548872180451
llama3.1_70b,gptq-int4,62,False,630,Fidel Castro,very freq,0.6857142857142857
llama3.1_70b,gptq-int4,61,False,562,PewDiePie,very freq,0.5961538461538461
llama3.1_70b,gptq-int4,37,False,420,Sage Stallone,very freq,0.45
llama3.1_70b,gptq-int4,46,False,492,Idris Elba,very freq,0.6741573033707865
llama3.1_70b,gptq-int4,36,False,350,Robert Whittaker (fighter),very freq,0.5316455696202531
llama3.1_70b,gptq-int4,37,False,454,Ralph Macchio,very freq,0.47500000000000003
llama3.1_70b,gptq-int4,42,False,383,Joji (musician),very freq,0.5411764705882354
llama3.1_70b,gptq-int4,57,False,632,Dr. Dre,very freq,0.8823529411764706
llama3.1_70b,gptq-int4,73,False,748,Nelson Mandela,very freq,0.8503937007874016
llama3.1_70b,gptq-int4,70,False,724,Idi Amin,very freq,0.6017699115044247
llama3.1_70b,gptq-int8,40,False,342,Fumiko Kaneko,medium,0.2891566265060241
llama3.1_70b,gptq-int8,25,False,329,Jeff Beukeboom,medium,0.38235294117647056
llama3.1_70b,gptq-int8,0,True,0,Marli Renfro,medium,0.0
llama3.1_70b,gptq-int8,32,False,323,Gubby Allen,medium,0.45333333333333325
llama3.1_70b,gptq-int8,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_70b,gptq-int8,32,False,325,Phil Vickery (rugby union),medium,0.31999999999999995
llama3.1_70b,gptq-int8,49,False,431,Joe McGinniss,medium,0.47826086956521735
llama3.1_70b,gptq-int8,25,False,234,George Eacker,medium,0.35294117647058815
llama3.1_70b,gptq-int8,48,False,408,Yuu Watase,medium,0.4615384615384615
llama3.1_70b,gptq-int8,41,False,441,Bobby Thomson,medium,0.4285714285714286
llama3.1_70b,gptq-int8,34,False,382,Fifi Cooper,medium,0.2337662337662338
llama3.1_70b,gptq-int8,39,False,358,Charmion King,medium,0.34146341463414637
llama3.1_70b,gptq-int8,35,False,386,Pogo (musician),medium,0.10256410256410256
llama3.1_70b,gptq-int8,30,False,286,Sam Michael,medium,0.16438356164383564
llama3.1_70b,gptq-int8,0,True,0,Andreea Marin,medium,0.0
llama3.1_70b,gptq-int8,33,False,346,Frank Middlemass,medium,0.4473684210526315
llama3.1_70b,gptq-int8,37,False,391,Billy Snedden,medium,0.1
llama3.1_70b,gptq-int8,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_70b,gptq-int8,47,False,564,Daniel Alexander Cameron,very rare,0.4444444444444445
llama3.1_70b,gptq-int8,6,False,58,Sandra Pisani,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Shin Jea-hwan,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Martha Cunz,very rare,0.0
llama3.1_70b,gptq-int8,32,False,379,Mateo Correa Magallanes,very rare,0.45333333333333325
llama3.1_70b,gptq-int8,0,True,0,Annie Landouw,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_70b,gptq-int8,17,False,174,Billy Conigliaro,very rare,0.46666666666666673
llama3.1_70b,gptq-int8,0,True,0,Kion Smith,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Rui Campos,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_70b,gptq-int8,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_70b,gptq-int8,54,False,520,Kaká,very freq,0.6804123711340206
llama3.1_70b,gptq-int8,53,False,574,George Washington,very freq,0.7083333333333334
llama3.1_70b,gptq-int8,64,False,628,Quincy Jones,very freq,0.6728971962616822
llama3.1_70b,gptq-int8,37,False,422,Stephanie Beatriz,very freq,0.35000000000000003
llama3.1_70b,gptq-int8,30,False,315,Eric Winter,very freq,0.6575342465753425
llama3.1_70b,gptq-int8,91,False,920,Bob Marley,very freq,0.7534246575342465
llama3.1_70b,gptq-int8,74,False,766,Fidel Castro,very freq,0.7563025210084033
llama3.1_70b,gptq-int8,49,False,498,PewDiePie,very freq,0.47826086956521735
llama3.1_70b,gptq-int8,36,False,357,Sage Stallone,very freq,0.379746835443038
llama3.1_70b,gptq-int8,53,False,557,Idris Elba,very freq,0.6041666666666666
llama3.1_70b,gptq-int8,45,False,514,Robert Whittaker (fighter),very freq,0.6136363636363636
llama3.1_70b,gptq-int8,39,False,482,Ralph Macchio,very freq,0.5853658536585366
llama3.1_70b,gptq-int8,41,False,376,Joji (musician),very freq,0.5714285714285714
llama3.1_70b,gptq-int8,57,False,635,Dr. Dre,very freq,0.8399999999999999
llama3.1_70b,gptq-int8,79,False,832,Nelson Mandela,very freq,0.765625
llama3.1_70b,gptq-int8,70,False,737,Idi Amin,very freq,0.6194690265486725
llama3.1_8b,awq-int4,0,True,0,Fumiko Kaneko,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Jeff Beukeboom,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Marli Renfro,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Gubby Allen,medium,0.0
llama3.1_8b,awq-int4,0,True,0,"Tracy Somerset, Duchess of Beaufort",medium,0.0
llama3.1_8b,awq-int4,41,False,387,Phil Vickery (rugby union),medium,0.07142857142857142
llama3.1_8b,awq-int4,35,False,384,Joe McGinniss,medium,0.3076923076923077
llama3.1_8b,awq-int4,31,False,322,George Eacker,medium,0.05405405405405405
llama3.1_8b,awq-int4,44,False,476,Yuu Watase,medium,0.29885057471264365
llama3.1_8b,awq-int4,47,False,513,Bobby Thomson,medium,0.15555555555555556
llama3.1_8b,awq-int4,27,False,466,Fifi Cooper,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Charmion King,medium,0.0
llama3.1_8b,awq-int4,30,False,374,Pogo (musician),medium,0.16438356164383564
llama3.1_8b,awq-int4,0,True,0,Sam Michael,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Andreea Marin,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Frank Middlemass,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Billy Snedden,medium,0.0
llama3.1_8b,awq-int4,0,True,0,Loo Kum Zee,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Daniel Alexander Cameron,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Sandra Pisani,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Settimo Mineo,very rare,0.0
llama3.1_8b,awq-int4,24,False,294,Shin Jea-hwan,very rare,0.029850746268656712
llama3.1_8b,awq-int4,0,True,0,Francisco Urroz,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Martha Cunz,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Mateo Correa Magallanes,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Annie Landouw,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Michael Folorunsho,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Billy Conigliaro,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Kion Smith,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Rui Campos,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Grayston Burgess,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Sayaka Ando,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Michael H. Schneider Sr.,very rare,0.0
llama3.1_8b,awq-int4,0,True,0,Raffaele Maiello,very rare,0.0
llama3.1_8b,awq-int4,47,False,479,Kaká,very freq,0.37777777777777777
llama3.1_8b,awq-int4,79,False,905,George Washington,very freq,0.8030303030303031
llama3.1_8b,awq-int4,69,False,673,Quincy Jones,very freq,0.6071428571428571
llama3.1_8b,awq-int4,36,False,434,Stephanie Beatriz,very freq,0.050632911392405056
llama3.1_8b,awq-int4,47,False,664,Eric Winter,very freq,0.2888888888888889
llama3.1_8b,awq-int4,71,False,793,Bob Marley,very freq,0.7863247863247863
llama3.1_8b,awq-int4,81,False,943,Fidel Castro,very freq,0.8088235294117647
llama3.1_8b,awq-int4,61,False,543,PewDiePie,very freq,0.4230769230769231
llama3.1_8b,awq-int4,31,False,405,Sage Stallone,very freq,0.2162162162162162
llama3.1_8b,awq-int4,55,False,569,Idris Elba,very freq,0.5102040816326531
